seed,position,intensity,initial_ovr,peak_ovr,final_ovr,ovr_ceiling,seasons_played,retired_age,career_goals,career_matches,league_titles,poty_wins,best_season_avg_output,sporting_rep,club_fan_rep,rival_crystallised,marketability,discipline_rep,career_output_sum,scouted_avg,offer_seasons,offers_total,offers_wage_avg,offers_wage_max
771481,Defender,High,64,89,86,94,20,39,57,586,2,0,49,50,70,false,50,50,13396,99,12,18,198,302
771482,Forward,Low,63,82,80,94,20,39,154,583,2,0,48,50,70,false,50,50,11260,99,6,8,209,263
771483,Forward,Medium,64,88,86,94,20,39,183,582,1,0,48,50,70,false,50,50,11324,99,10,15,209,279
771492,Forward,High,64,93,91,96,20,39,192,600,0,0,46,50,70,false,50,50,22755,99,11,20,203,272
771493,Midfielder,Low,64,84,82,97,20,39,26,600,1,0,45,50,70,false,50,50,21598,99,10,16,199,284
771494,Midfielder,Medium,64,87,83,94,20,39,24,600,0,0,45,50,70,false,50,50,19196,99,7,13,219,279
771495,Midfielder,High,64,89,86,93,20,39,22,598,1,0,45,50,70,false,50,50,18867,99,12,18,212,307
771488,Defender,Low,64,81,77,94,20,39,52,600,0,0,51,50,70,false,50,50,24082,99,10,15,206,298
771489,Defender,Medium,64,89,86,96,20,39,70,600,3,0,50,50,70,false,50,50,23563,99,10,15,201,257
771490,Defender,High,64,89,85,93,20,39,55,600,1,0,46,50,70,false,50,50,21674,99,8,13,205,276
771491,Forward,Low,64,82,80,93,20,39,152,600,2,0,47,50,70,false,50,50,20562,99,10,16,228,309
771500,Forward,Medium,64,88,86,94,20,39,182,599,2,0,45,50,70,false,50,50,19493,99,10,16,220,278
771501,Forward,High,64,90,89,93,20,39,188,598,4,0,45,50,70,false,50,50,18730,99,7,12,213,301
771502,Midfielder,Low,64,81,79,93,20,39,25,600,1,0,47,50,70,false,50,50,21698,99,12,17,199,279
771503,Midfielder,Medium,64,86,84,93,20,39,28,600,4,0,46,50,70,false,50,50,21252,99,9,13,224,313
771496,Midfielder,High,64,89,87,93,20,39,26,600,0,0,47,50,70,false,50,50,21586,99,13,16,237,292
771497,Defender,Low,64,82,79,95,20,39,52,600,3,0,46,50,70,false,50,50,21150,99,10,17,222,297
771498,Defender,Medium,64,86,82,94,20,39,61,600,4,0,48,50,70,false,50,50,21523,99,10,15,232,311
771499,Defender,High,64,91,88,95,20,39,67,598,2,0,47,50,70,false,50,50,20673,99,12,17,192,288
771508,Forward,Low,64,83,81,94,20,39,158,595,6,0,45,50,70,false,50,50,18292,99,9,15,219,290
771509,Forward,Medium,62,84,82,90,20,39,160,595,1,0,45,50,70,false,50,50,19052,99,5,7,232,289
771510,Forward,High,64,90,89,93,20,39,196,600,3,0,50,50,70,false,50,50,23944,99,11,16,213,285
771511,Midfielder,Low,64,82,80,94,20,39,33,600,2,0,50,50,70,false,50,50,24139,99,8,13,193,311
771504,Midfielder,Medium,64,86,84,93,20,39,33,600,3,0,46,50,70,false,50,50,19885,99,13,23,212,295
771505,Midfielder,High,64,89,85,93,20,39,31,600,2,0,46,50,70,false,50,50,20558,99,10,16,191,267
771506,Defender,Low,64,80,76,93,20,39,48,600,2,0,49,50,70,false,50,50,23726,99,11,16,190,290
771507,Defender,Medium,64,85,82,93,20,39,58,600,1,0,46,50,70,false,50,50,22507,99,10,16,198,276
771516,Defender,High,64,92,88,96,20,39,66,595,4,0,45,50,70,false,50,50,18545,99,8,12,214,306
771517,Forward,Low,64,85,83,97,20,39,163,594,2,0,45,50,70,false,50,50,18583,99,8,12,221,295
771518,Forward,Medium,64,88,86,94,20,39,177,600,1,0,51,50,70,false,50,50,24754,99,13,22,218,312
771519,Forward,High,64,93,91,96,20,39,201,600,2,0,51,50,70,false,50,50,24448,99,12,16,204,299
771512,Midfielder,Low,64,82,80,94,20,39,24,595,4,0,46,50,70,false,50,50,19164,99,7,10,205,277
771513,Midfielder,Medium,64,89,82,97,20,39,19,596,6,0,46,50,70,false,50,50,19418,99,11,18,224,312
771514,Midfielder,High,64,87,84,90,20,39,28,598,4,0,46,50,70,false,50,50,20059,99,9,13,208,300
771515,Defender,Low,64,83,79,96,20,39,50,600,1,0,46,50,70,false,50,50,20798,99,8,12,210,311
771396,Defender,Medium,64,84,81,92,20,39,39,600,3,7,86,64,70,false,50,50,40698,99,9,14,216,291
771397,Defender,High,64,88,85,93,20,39,57,600,1,7,87,64,70,false,50,50,40896,99,10,13,231,297
771398,Forward,Low,64,82,80,93,20,39,157,600,2,2,77,59,70,false,50,50,36733,99,10,14,248,305
771399,Forward,Medium,63,87,85,93,20,39,173,600,1,2,78,60,70,false,50,50,37141,99,12,18,227,299
771392,Forward,High,64,93,91,96,20,39,172,600,2,4,81,63,70,false,50,50,39713,99,10,15,212,296
771393,Midfielder,Low,64,81,78,93,20,39,36,600,0,4,82,63,70,false,50,50,39967,99,9,14,218,304
771394,Midfielder,Medium,64,85,83,92,20,39,28,600,1,6,84,61,70,false,50,50,39421,99,11,17,222,304
771395,Midfielder,High,64,91,87,95,20,39,24,600,3,7,85,61,70,false,50,50,39595,99,11,15,210,288
771404,Defender,Low,64,84,80,97,20,39,55,600,3,1,76,59,70,false,50,50,35848,99,14,21,209,289
771405,Defender,Medium,64,88,85,95,20,39,53,600,1,2,78,59,70,false,50,50,36920,99,9,13,182,256
771406,Defender,High,64,91,88,95,20,39,47,600,5,2,78,60,70,false,50,50,36891,99,8,12,200,285
771407,Forward,Low,64,82,80,93,20,39,172,600,5,2,80,60,70,false,50,50,37387,99,12,20,222,305
771400,Forward,Medium,63,84,83,91,20,39,168,600,2,2,80,60,70,false,50,50,37739,99,13,18,213,306
771401,Forward,High,64,92,90,95,20,39,197,600,0,2,79,60,70,false,50,50,37594,99,9,10,229,297
771402,Midfielder,Low,64,81,79,93,20,39,29,600,3,1,76,60,70,false,50,50,37463,99,12,19,224,292
771403,Midfielder,Medium,64,89,87,96,20,39,26,600,2,2,76,60,70,false,50,50,37842,99,11,16,203,291
771412,Midfielder,High,64,90,88,93,20,39,27,600,1,5,88,64,70,false,50,50,40935,99,10,16,213,298
771413,Defender,Low,64,81,75,93,20,39,47,600,1,6,89,66,70,false,50,50,41261,99,12,22,207,299
771414,Defender,Medium,64,85,82,93,20,39,55,600,5,8,92,66,70,false,50,50,42042,99,11,18,219,293
771415,Defender,High,64,91,87,95,20,39,52,600,1,8,93,66,70,false,50,50,42044,99,12,16,200,310
771408,Forward,Low,63,81,79,92,20,39,167,600,2,1,82,60,70,false,50,50,37142,99,12,18,207,304
771409,Forward,Medium,64,87,85,93,20,39,163,600,0,3,85,61,70,false,50,50,37940,99,10,15,230,291
771410,Forward,High,64,94,92,97,20,39,185,600,4,4,87,61,70,false,50,50,39378,99,13,17,224,314
771411,Midfielder,Low,64,81,78,93,20,39,30,600,2,4,89,62,70,false,50,50,40132,99,12,17,220,300
771420,Midfielder,Medium,64,86,85,93,20,39,30,600,3,4,81,61,70,false,50,50,37831,99,8,13,234,293
771421,Midfielder,High,64,91,88,95,20,39,28,600,1,4,80,60,70,false,50,50,37263,99,9,12,224,297
771422,Defender,Low,64,80,76,93,20,39,33,600,6,5,90,65,70,false,50,50,40890,99,10,14,191,261
771423,Defender,Medium,64,85,82,93,20,39,66,600,1,5,91,66,70,false,50,50,41352,99,10,14,216,292
771416,Defender,High,64,90,88,95,20,39,57,600,2,5,90,63,70,false,50,50,41004,99,10,15,205,267
771417,Forward,Low,64,85,82,96,20,39,173,600,2,5,90,63,70,false,50,50,41077,99,12,17,216,290
771418,Forward,Medium,64,90,88,96,20,39,164,600,6,8,93,66,70,false,50,50,43643,99,13,17,209,276
771419,Forward,High,64,90,88,93,20,39,173,600,1,8,93,66,70,false,50,50,43379,99,8,14,215,285
771428,Midfielder,Low,64,81,79,93,20,39,29,589,1,0,51,50,70,false,50,50,16761,99,12,18,209,288
771429,Midfielder,Medium,64,87,86,95,20,39,31,589,0,0,51,50,70,false,50,50,16753,99,10,17,207,278
771430,Midfielder,High,64,91,88,95,20,39,33,587,2,0,53,50,70,false,50,50,16959,99,10,17,224,303
771431,Defender,Low,64,84,80,97,20,39,59,586,0,0,52,50,70,false,50,50,16060,99,9,13,191,268
771424,Defender,Medium,64,85,81,93,20,39,43,581,3,0,51,50,70,false,50,50,16339,99,7,13,218,290
771425,Defender,High,64,89,86,93,20,39,65,583,1,0,51,50,70,false,50,50,16523,99,6,7,198,293
771426,Forward,Low,64,82,79,93,20,39,160,592,2,0,52,50,70,false,50,50,15455,99,11,14,198,290
771427,Forward,Medium,64,86,84,92,20,39,168,592,2,0,52,50,70,false,50,50,15493,99,12,17,201,288
771436,Forward,High,64,91,89,94,20,39,182,576,1,0,50,50,70,false,50,50,12954,99,7,10,224,301
771437,Midfielder,Low,64,78,76,89,20,39,34,576,3,0,50,50,70,false,50,50,12890,99,10,12,199,263
771438,Midfielder,Medium,64,89,87,96,20,39,36,583,0,0,50,50,70,false,50,50,14878,99,14,22,203,308
771439,Midfielder,High,64,89,84,93,20,39,28,583,1,0,50,50,70,false,50,50,14713,99,7,11,205,293
771432,Defender,Low,64,84,80,96,20,39,70,582,4,0,50,50,70,false,50,50,15014,99,9,15,233,295
771433,Defender,Medium,64,88,85,96,20,39,57,582,1,0,49,50,70,false,50,50,14676,98,11,15,196,287
771434,Defender,High,64,90,87,94,20,39,70,582,1,0,50,50,70,false,50,50,14420,99,9,14,208,275
771435,Forward,Low,63,83,81,95,20,39,170,581,4,0,49,50,70,false,50,50,13940,99,13,18,232,309
771444,Forward,Medium,64,87,85,93,20,39,159,593,1,0,52,50,70,false,50,50,16701,99,11,18,224,287
771445,Forward,High,64,90,88,93,20,39,171,595,1,0,52,50,70,false,50,50,16883,99,11,15,224,305
771446,Midfielder,Low,64,81,78,93,20,39,29,591,2,0,51,50,70,false,50,50,15813,99,11,19,210,288
771447,Midfielder,Medium,64,90,87,97,20,39,22,591,1,0,51,50,70,false,50,50,15629,99,13,20,199,275
771440,Midfielder,High,64,93,91,96,20,39,28,588,2,0,51,50,70,false,50,50,16908,99,12,18,213,288
771441,Defender,Low,64,79,76,92,20,39,47,588,2,0,51,50,70,false,50,50,16422,99,12,17,208,282
771442,Defender,Medium,64,89,86,96,20,39,68,580,2,0,51,50,70,false,50,50,14848,99,11,16,188,252
771443,Defender,High,64,90,85,94,20,39,66,581,2,0,51,50,70,false,50,50,14843,99,11,14,219,281
771452,Forward,Low,64,82,80,93,20,39,174,592,4,0,49,50,70,false,50,50,14038,99,13,20,214,286
771453,Forward,Medium,64,86,85,93,20,39,178,591,3,0,49,50,70,false,50,50,13753,99,13,17,214,291
771454,Forward,High,64,92,90,95,20,39,176,583,1,0,50,50,70,false,50,50,15957,99,11,21,225,299
771455,Midfielder,Low,64,82,80,94,20,39,21,583,1,0,50,50,70,false,50,50,15808,99,13,19,219,314
771448,Midfielder,Medium,64,87,83,94,20,39,31,590,2,0,49,50,70,false,50,50,17556,99,12,16,209,291
771449,Midfielder,High,64,92,85,96,20,39,29,591,4,0,49,50,70,false,50,50,17257,98,7,9,200,263
771450,Defender,Low,64,84,80,96,20,39,55,578,4,0,50,50,70,false,50,50,15158,99,5,10,217,287
771451,Defender,Medium,64,84,81,92,20,39,50,577,1,0,50,50,70,false,50,50,15017,99,13,19,221,298
771332,Defender,High,64,89,86,93,20,39,48,600,0,8,89,66,70,false,50,50,41910,99,12,15,217,293
771333,Forward,Low,64,83,81,95,20,39,169,600,1,8,89,66,70,false,50,50,42007,99,11,13,217,294
771334,Forward,Medium,64,88,86,94,20,39,168,600,2,6,87,63,70,false,50,50,40459,99,12,18,231,305
771335,Forward,High,63,90,88,92,20,39,170,600,1,7,88,63,70,false,50,50,40925,99,9,13,239,313
771328,Midfielder,Low,64,80,76,92,20,39,29,600,2,8,88,65,70,false,50,50,42461,99,11,19,221,291
771329,Midfielder,Medium,64,88,83,95,20,39,18,600,0,8,87,65,70,false,50,50,41998,99,12,18,208,307
771330,Midfielder,High,64,92,90,95,20,39,23,600,7,9,91,63,70,false,50,50,42476,99,11,15,199,304
771331,Defender,Low,64,82,79,95,20,39,57,600,4,9,91,64,70,false,50,50,42837,99,6,9,224,285
771340,Defender,Medium,64,87,83,94,20,39,52,600,1,3,84,66,70,false,50,50,40379,99,13,18,221,289
771341,Defender,High,64,89,85,93,20,39,55,600,6,6,85,66,70,false,50,50,40612,99,12,21,216,284
771342,Forward,Low,64,82,80,94,20,39,144,600,3,7,88,66,70,false,50,50,42685,99,12,19,207,281
771343,Forward,Medium,64,88,86,94,20,39,170,600,3,7,88,66,70,false,50,50,42701,99,12,20,222,293
771336,Forward,High,63,89,87,91,20,39,174,600,2,8,89,65,70,false,50,50,41727,99,10,15,223,309
771337,Midfielder,Low,64,80,78,92,20,39,30,600,3,8,89,63,70,false,50,50,41574,99,11,16,214,287
771338,Midfielder,Medium,64,87,85,94,20,39,33,600,4,9,92,64,70,false,50,50,43225,99,12,19,210,291
771339,Midfielder,High,64,90,88,93,20,39,32,600,1,9,92,63,70,false,50,50,42915,99,13,18,214,302
771348,Defender,Low,64,83,80,95,20,39,46,600,5,4,85,63,70,false,50,50,39941,99,8,13,225,296
771349,Defender,Medium,64,88,82,96,20,39,52,600,4,4,86,63,70,false,50,50,40227,99,8,9,220,297
771350,Defender,High,64,91,88,95,20,39,70,600,2,9,93,66,70,false,50,50,43635,99,7,12,197,298
771351,Forward,Low,64,83,81,94,20,39,168,600,4,9,94,66,70,false,50,50,44272,99,10,14,215,290
771344,Forward,Medium,64,88,87,95,20,39,182,600,3,2,80,60,70,false,50,50,36267,99,9,15,230,301
771345,Forward,High,64,91,89,93,20,39,179,600,4,3,81,60,70,false,50,50,36594,99,12,19,208,294
771346,Midfielder,Low,64,81,78,93,20,39,32,600,3,4,86,63,70,false,50,50,39366,99,12,18,229,289
771347,Midfielder,Medium,64,88,84,96,20,39,22,600,5,4,85,62,70,false,50,50,38961,99,11,19,211,289
771356,Midfielder,High,64,91,88,95,20,39,26,600,2,4,85,61,70,false,50,50,38176,99,11,17,218,289
771357,Defender,Low,64,80,76,93,20,39,54,600,5,4,86,61,70,false,50,50,38289,99,9,13,210,281
771358,Defender,Medium,64,88,85,95,20,39,52,600,5,7,93,66,70,false,50,50,42662,99,12,19,203,284
771359,Defender,High,64,90,87,95,20,39,70,600,4,7,93,66,70,false,50,50,42524,99,11,16,204,292
771352,Forward,Low,64,82,80,93,20,39,156,600,0,2,89,63,70,false,50,50,39414,99,10,18,235,295
771353,Forward,Medium,62,89,87,95,20,39,157,600,2,4,91,64,70,false,50,50,40173,99,13,22,213,289
771354,Forward,High,64,91,90,94,20,39,202,600,4,4,92,66,70,false,50,50,41473,99,7,11,206,290
771355,Midfielder,Low,64,81,79,94,20,39,26,600,2,5,92,66,70,false,50,50,41355,99,9,12,224,297
771364,Midfielder,Medium,64,86,83,93,20,39,32,584,2,0,47,50,70,false,50,50,11922,99,10,15,221,287
771365,Midfielder,High,64,92,87,96,20,39,30,583,1,0,48,50,70,false,50,50,12093,99,12,18,228,294
771366,Defender,Low,64,81,77,94,20,39,59,580,4,0,47,50,70,false,50,50,12610,98,8,13,207,293
771367,Defender,Medium,64,85,82,93,20,39,49,582,2,0,47,50,70,false,50,50,12859,99,10,17,207,283
771360,Defender,High,64,89,86,93,20,39,66,582,3,0,47,50,70,false,50,50,11787,99,6,10,208,266
771361,Forward,Low,64,83,81,94,20,39,180,582,4,0,46,50,70,false,50,50,11855,99,10,13,201,286
771362,Forward,Medium,64,86,84,92,20,39,210,587,3,0,48,50,70,false,50,50,12517,99,10,14,209,315
771363,Forward,High,64,92,90,95,20,39,186,587,2,0,47,50,70,false,50,50,12537,99,10,17,224,293
771372,Midfielder,Low,64,81,78,93,20,39,31,581,0,0,46,50,70,false,50,50,11585,99,10,13,225,299
771373,Midfielder,Medium,64,88,85,95,20,39,22,580,0,0,46,50,70,false,50,50,11458,99,10,13,203,299
771374,Midfielder,High,64,90,88,93,20,39,30,586,7,0,47,50,70,false,50,50,11798,99,12,15,234,305
771375,Defender,Low,64,83,80,96,20,39,44,586,1,0,46,50,70,false,50,50,11784,99,11,17,226,313
771368,Defender,Medium,64,89,86,97,20,39,65,572,2,0,46,50,70,false,50,50,10960,99,11,15,208,289
771369,Defender,High,64,89,87,94,20,39,49,572,1,0,46,50,70,false,50,50,10743,99,12,19,224,288
771370,Forward,Low,64,85,83,97,20,39,174,581,2,0,46,50,70,false,50,50,11409,99,10,14,221,294
771371,Forward,Medium,64,87,85,93,20,39,191,582,2,0,46,50,70,false,50,50,11162,98,10,14,220,287
771380,Forward,High,64,93,92,96,20,39,186,576,2,0,45,50,70,false,50,50,11434,99,12,18,197,289
771381,Midfielder,Low,64,81,78,93,20,39,32,577,2,0,45,50,70,false,50,50,11386,99,9,12,211,282
771382,Midfielder,Medium,64,86,84,93,20,39,37,584,6,0,45,50,70,false,50,50,12464,99,8,12,246,293
771383,Midfielder,High,64,91,89,94,20,39,23,583,3,0,45,50,70,false,50,50,12656,99,14,24,212,281
771376,Defender,Low,64,82,79,95,20,39,77,585,2,0,45,50,70,false,50,50,12049,99,10,15,199,283
771377,Defender,Medium,64,87,84,94,20,39,53,582,2,0,45,50,70,false,50,50,11677,99,11,17,218,288
771378,Defender,High,64,90,87,94,20,39,50,569,1,0,45,50,70,false,50,50,10804,98,10,17,223,311
771379,Forward,Low,64,82,80,93,20,39,171,568,1,0,45,50,70,false,50,50,10731,98,9,16,193,288
771388,Forward,Medium,64,88,86,94,20,39,178,584,1,0,44,50,70,false,50,50,11142,99,10,13,222,297
771389,Forward,High,64,91,90,94,20,39,196,586,0,0,44,50,70,false,50,50,11197,99,10,14,205,293
771390,Midfielder,Low,64,81,78,93,20,39,32,577,1,0,45,50,70,false,50,50,11283,99,9,16,202,278
771391,Midfielder,Medium,64,89,88,96,20,39,37,578,3,0,45,50,70,false,50,50,11205,99,8,12,202,291
771384,Midfielder,High,64,89,87,92,20,39,28,586,2,0,44,50,70,false,50,50,12168,99,12,20,216,308
771385,Defender,Low,64,84,80,97,20,39,43,585,0,0,44,50,70,false,50,50,11865,99,10,15,217,292
771386,Defender,Medium,64,86,83,94,20,39,45,569,0,0,44,50,70,false,50,50,10967,99,9,14,234,290
771387,Defender,High,64,90,87,94,20,39,46,569,2,0,44,50,70,false,50,50,10765,98,9,14,219,304
771268,Forward,Low,64,82,79,93,20,39,151,594,1,0,51,50,70,false,50,50,18568,98,9,14,234,298
771269,Forward,Medium,64,89,88,96,20,39,164,596,0,0,51,50,70,false,50,50,19060,99,10,15,230,297
771270,Forward,High,64,93,92,96,20,39,182,598,4,0,49,50,70,false,50,50,16270,99,8,11,217,288
771271,Midfielder,Low,64,79,77,91,20,39,41,598,6,0,49,50,70,false,50,50,16203,99,10,16,215,301
771264,Midfielder,Medium,64,90,88,97,20,39,32,597,2,0,51,50,70,false,50,50,18210,99,12,18,217,291
771265,Midfielder,High,64,93,91,97,20,39,22,597,2,0,51,50,70,false,50,50,17873,99,10,17,213,306
771266,Defender,Low,64,81,78,94,20,39,51,600,2,0,50,50,70,false,50,50,22669,99,10,16,204,297
771267,Defender,Medium,64,86,83,93,20,39,51,600,0,0,50,50,70,false,50,50,22780,99,12,19,210,288
771276,Defender,High,64,91,88,95,20,39,70,600,3,0,51,50,70,false,50,50,24951,99,12,18,207,297
771277,Forward,Low,63,82,80,93,20,39,151,600,6,0,51,50,70,false,50,50,24480,99,12,15,214,279
771278,Forward,Medium,64,86,84,92,20,39,170,592,1,0,49,50,70,false,50,50,15009,99,13,19,213,276
771279,Forward,High,64,91,90,94,20,39,187,592,1,0,49,50,70,false,50,50,15178,99,10,14,198,286
771272,Midfielder,Low,64,83,76,95,20,39,26,594,2,0,51,50,70,false,50,50,16680,99,12,19,214,286
771273,Midfielder,Medium,64,89,84,96,20,39,25,593,5,0,51,50,70,false,50,50,16059,98,7,11,204,281
771274,Midfielder,High,64,88,84,91,20,39,40,592,1,0,50,50,70,false,50,50,16193,99,13,19,220,289
771275,Defender,Low,64,80,77,93,20,39,41,593,0,0,50,50,70,false,50,50,16991,98,9,11,192,258
771284,Defender,Medium,64,88,85,96,20,39,70,596,1,0,55,50,70,false,50,50,17977,98,11,17,203,278
771285,Defender,High,64,89,87,93,20,39,52,596,3,0,55,50,70,false,50,50,18161,98,10,17,209,307
771286,Forward,Low,63,83,81,94,20,39,162,596,2,0,53,50,70,false,50,50,19368,98,12,17,209,299
771287,Forward,Medium,64,90,88,96,20,39,179,596,5,0,52,50,70,false,50,50,18548,97,9,14,200,279
771280,Forward,High,62,90,88,93,20,39,193,600,3,0,55,50,70,false,50,50,22994,99,11,15,204,304
771281,Midfielder,Low,64,80,77,92,20,39,18,600,3,0,55,50,70,false,50,50,21801,99,8,14,215,296
771282,Midfielder,Medium,64,87,85,94,20,39,32,600,2,0,54,50,70,false,50,50,20010,99,8,14,241,305
771283,Midfielder,High,64,91,88,95,20,39,27,600,2,0,55,50,70,false,50,50,20601,99,9,14,232,289
771292,Defender,Low,64,83,79,96,20,39,53,598,2,0,56,50,70,false,50,50,19704,99,11,16,208,267
771293,Defender,Medium,64,87,84,95,20,39,53,598,1,0,57,50,70,false,50,50,20075,99,9,13,199,257
771294,Defender,High,64,89,87,94,20,39,56,600,2,0,54,50,70,false,50,50,22944,99,12,19,218,290
771295,Forward,Low,64,85,83,96,20,39,161,600,2,0,53,50,70,false,50,50,22836,99,12,15,203,286
771288,Forward,Medium,65,88,86,94,20,39,190,599,0,0,56,50,70,false,50,50,19697,99,13,17,190,284
771289,Forward,High,62,87,85,90,20,39,169,598,1,0,56,50,70,false,50,50,19911,99,9,13,246,287
771290,Midfielder,Low,64,81,77,92,20,39,28,600,4,0,56,50,70,false,50,50,21205,99,11,18,203,284
771291,Midfielder,Medium,64,84,82,91,20,39,28,600,0,0,56,50,70,false,50,50,21112,99,9,13,211,273
771300,Midfielder,High,64,90,88,94,20,39,34,600,2,0,48,50,70,false,50,50,18530,99,11,17,193,266
771301,Defender,Low,64,80,77,93,20,39,47,600,5,0,48,50,70,false,50,50,18069,99,7,11,222,275
771302,Defender,Medium,64,86,82,94,20,39,58,599,2,0,46,50,70,false,50,50,15119,99,10,13,222,291
771303,Defender,High,64,89,86,93,20,39,60,598,0,0,46,50,70,false,50,50,15795,99,12,16,201,275
771296,Forward,Low,64,84,82,96,20,39,163,600,3,0,44,50,70,false,50,50,16253,99,9,13,215,288
771297,Forward,Medium,64,90,88,96,20,39,179,600,1,0,43,50,70,false,50,50,15640,99,10,14,194,276
771298,Forward,High,64,92,91,96,20,39,183,598,3,0,47,50,70,false,50,50,16253,99,13,16,203,285
771299,Midfielder,Low,64,81,79,93,20,39,28,597,1,0,47,50,70,false,50,50,16157,99,11,14,192,272
771308,Midfielder,Medium,64,88,78,95,20,39,31,600,1,0,49,50,70,false,50,50,18339,99,12,21,227,312
771309,Midfielder,High,64,89,85,93,20,39,21,600,3,0,48,50,70,false,50,50,17899,99,9,14,226,302
771310,Defender,Low,64,79,75,91,20,39,43,600,2,0,45,50,70,false,50,50,18492,99,8,12,195,288
771311,Defender,Medium,64,86,83,94,20,39,50,600,1,0,45,50,70,false,50,50,18932,99,12,17,220,301
771304,Defender,High,64,88,85,92,20,39,62,596,2,0,47,50,70,false,50,50,15077,99,11,19,233,301
771305,Forward,Low,64,81,79,92,20,39,175,596,3,0,47,50,70,false,50,50,15187,99,11,16,247,310
771306,Forward,Medium,64,88,86,95,20,39,189,600,3,0,47,50,70,false,50,50,16072,99,9,11,209,286
771307,Forward,High,64,92,90,95,20,39,161,600,1,0,47,50,70,false,50,50,16555,99,9,12,217,299
771316,Midfielder,Low,64,81,78,93,20,39,32,598,6,0,44,50,70,false,50,50,14266,99,9,17,215,282
771317,Midfielder,Medium,64,85,83,92,20,39,27,599,3,0,44,50,70,false,50,50,14236,99,13,17,200,272
771318,Midfielder,High,64,91,89,94,20,39,21,600,4,0,48,50,70,false,50,50,18194,99,5,9,220,308
771319,Defender,Low,64,81,78,94,20,39,60,600,5,0,47,50,70,false,50,50,17973,99,8,12,211,294
771312,Defender,Medium,64,87,83,95,20,39,52,600,2,0,46,50,70,false,50,50,16356,99,9,15,195,292
771313,Defender,High,64,92,89,96,20,39,52,600,2,0,46,50,70,false,50,50,16275,99,5,8,205,305
771314,Forward,Low,64,85,83,96,20,39,156,599,0,0,46,50,70,false,50,50,15453,99,8,11,200,289
771315,Forward,Medium,64,88,86,94,20,39,197,600,2,0,46,50,70,false,50,50,16231,99,12,18,207,284
771324,Forward,High,62,86,84,89,20,39,167,599,3,0,44,50,70,false,50,50,16387,99,12,17,216,291
771325,Midfielder,Low,64,82,80,94,20,39,34,599,1,0,44,50,70,false,50,50,16250,99,8,11,206,301
771326,Midfielder,Medium,64,85,82,92,20,39,26,600,2,0,48,50,70,false,50,50,18827,99,9,15,215,301
771327,Midfielder,High,64,87,84,91,20,39,26,600,2,0,48,50,70,false,50,50,19294,99,13,20,226,300
771320,Defender,Low,64,81,76,94,20,39,51,600,4,0,46,50,70,false,50,50,17996,99,11,14,206,283
771321,Defender,Medium,64,85,82,93,20,39,46,600,4,0,46,50,70,false,50,50,17560,99,11,16,217,307
771322,Defender,High,64,88,86,92,20,39,44,600,2,0,46,50,70,false,50,50,20352,99,10,17,210,294
771323,Forward,Low,64,81,79,92,20,39,159,600,4,0,46,50,70,false,50,50,20406,99,13,18,198,300
771204,Forward,Medium,64,87,85,94,20,39,155,600,0,0,49,50,70,false,50,50,21291,99,14,20,192,290
771205,Forward,High,64,90,89,93,20,39,181,600,3,0,50,50,70,false,50,50,21302,99,9,13,248,312
771206,Midfielder,Low,64,81,79,93,20,39,22,598,2,0,48,50,70,false,50,50,13551,99,9,12,206,289
771207,Midfielder,Medium,64,88,82,95,20,39,32,597,2,0,48,50,70,false,50,50,14026,99,9,13,248,306
771200,Midfielder,High,64,89,86,93,20,39,29,599,4,0,49,50,70,false,50,50,17661,99,9,13,212,298
771201,Defender,Low,64,84,80,97,20,39,48,598,1,0,50,50,70,false,50,50,17866,99,11,15,221,296
771202,Defender,Medium,64,85,82,92,20,39,55,600,2,0,48,50,70,false,50,50,19563,99,7,12,211,293
771203,Defender,High,64,89,86,94,20,39,62,600,3,0,48,50,70,false,50,50,19617,99,13,21,214,292
771212,Forward,Low,64,84,82,96,20,39,163,600,2,0,51,50,70,false,50,50,25607,99,11,17,218,276
771213,Forward,Medium,64,89,87,95,20,39,172,600,4,0,50,50,70,false,50,50,24881,99,11,14,232,292
771214,Forward,High,64,92,90,95,20,39,181,595,1,0,48,50,70,false,50,50,16009,98,12,20,208,277
771215,Midfielder,Low,64,80,78,92,20,39,24,594,1,0,48,50,70,false,50,50,15975,98,8,12,228,288
771208,Midfielder,Medium,64,88,86,95,20,39,23,596,1,0,49,50,70,false,50,50,17933,99,13,20,212,297
771209,Midfielder,High,64,93,86,96,20,39,24,596,2,0,50,50,70,false,50,50,17766,99,3,5,190,282
771210,Defender,Low,64,82,78,94,20,39,58,599,2,0,48,50,70,false,50,50,16914,99,8,14,208,279
771211,Defender,Medium,64,88,82,96,20,39,50,599,4,0,48,50,70,false,50,50,17225,99,11,15,224,314
771220,Defender,High,64,91,88,95,20,39,60,600,4,0,61,51,70,false,50,50,24127,99,7,12,215,282
771221,Forward,Low,64,82,80,93,20,39,153,600,2,0,61,51,70,false,50,50,23489,99,10,16,220,300
771222,Forward,Medium,64,88,86,94,20,39,161,600,1,0,60,50,70,false,50,50,21808,99,10,14,210,302
771223,Forward,High,64,94,92,97,20,39,170,600,1,0,59,50,70,false,50,50,20988,99,12,20,195,284
771216,Midfielder,Low,64,84,82,96,20,39,34,600,1,0,61,51,70,false,50,50,24898,99,9,11,207,284
